OO	xdotool Keyname	keycode	New Desc	Type	Subtype	Unicode	XDO Description (orig)
432	t	0x0074	Latin Small Letter t (U+0074)	Latin	Latin 1	U+0074	U+0074 LATIN SMALL LETTER T
433	u	0x0075	Latin Small Letter u (U+0075)	Latin	Latin 1	U+0075	U+0075 LATIN SMALL LETTER U
434	v	0x0076	Latin Small Letter v (U+0076)	Latin	Latin 1	U+0076	U+0076 LATIN SMALL LETTER V
435	w	0x0077	Latin Small Letter w (U+0077)	Latin	Latin 1	U+0077	U+0077 LATIN SMALL LETTER W
436	x	0x0078	Latin Small Letter x (U+0078)	Latin	Latin 1	U+0078	U+0078 LATIN SMALL LETTER X
437	y	0x0079	Latin Small Letter y (U+0079)	Latin	Latin 1	U+0079	U+0079 LATIN SMALL LETTER Y
438	z	0x007a	Latin Small Letter z (U+007A)	Latin	Latin 1	U+007A	U+007A LATIN SMALL LETTER Z
439	braceleft	0x007b	Left Curly Bracket (U+007B)	Latin	Latin 1	U+007B	U+007B LEFT CURLY BRACKET
440	bar	0x007c	Vertical Line (U+007C)	Latin	Latin 1	U+007C	U+007C VERTICAL LINE
441	braceright	0x007d	Right Curly Bracket (U+007D)	Latin	Latin 1	U+007D	U+007D RIGHT CURLY BRACKET
442	asciitilde	0x007e	Tilde (U+007E)	Latin	Latin 1	U+007E	U+007E TILDE
443	nobreakspace	0x00a0	No-break Space (U+00A0)	Latin	Latin 1	U+00A0	U+00A0 NO-BREAK SPACE
444	exclamdown	0x00a1	Inverted Exclamation Mark (U+00A1)	Latin	Latin 1	U+00A1	U+00A1 INVERTED EXCLAMATION MARK
445	cent	0x00a2	Cent Sign (U+00A2)	Latin	Latin 1	U+00A2	U+00A2 CENT SIGN
446	sterling	0x00a3	Pound Sign (U+00A3)	Latin	Latin 1	U+00A3	U+00A3 POUND SIGN
447	currency	0x00a4	Currency Sign (U+00A4)	Latin	Latin 1	U+00A4	U+00A4 CURRENCY SIGN
448	yen	0x00a5	Yen Sign (U+00A5)	Latin	Latin 1	U+00A5	U+00A5 YEN SIGN
449	brokenbar	0x00a6	Broken Bar (U+00A6)	Latin	Latin 1	U+00A6	U+00A6 BROKEN BAR
450	section	0x00a7	Section Sign (U+00A7)	Latin	Latin 1	U+00A7	U+00A7 SECTION SIGN
451	diaeresis	0x00a8	Diaeresis (U+00A8)	Latin	Latin 1	U+00A8	U+00A8 DIAERESIS
452	copyright	0x00a9	Copyright Sign (U+00A9)	Latin	Latin 1	U+00A9	U+00A9 COPYRIGHT SIGN
453	ordfeminine	0x00aa	Feminine Ordinal Indicator (U+00AA)	Latin	Latin 1	U+00AA	U+00AA FEMININE ORDINAL INDICATOR
454	guillemotleft	0x00ab	Left-pointing Double Angle Quotation Mark (U+00AB)	Latin	Latin 1	U+00AB	U+00AB LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
455	notsign	0x00ac	Not Sign (U+00AC)	Latin	Latin 1	U+00AC	U+00AC NOT SIGN
456	hyphen	0x00ad	Soft Hyphen (U+00AD)	Latin	Latin 1	U+00AD	U+00AD SOFT HYPHEN
457	registered	0x00ae	Registered Sign (U+00AE)	Latin	Latin 1	U+00AE	U+00AE REGISTERED SIGN
458	macron	0x00af	Macron (U+00AF)	Latin	Latin 1	U+00AF	U+00AF MACRON
459	degree	0x00b0	Degree Sign (U+00B0)	Latin	Latin 1	U+00B0	U+00B0 DEGREE SIGN
460	plusminus	0x00b1	Plus-minus Sign (U+00B1)	Latin	Latin 1	U+00B1	U+00B1 PLUS-MINUS SIGN
461	twosuperior	0x00b2	Superscript Two (U+00B2)	Latin	Latin 1	U+00B2	U+00B2 SUPERSCRIPT TWO
462	threesuperior	0x00b3	Superscript Three (U+00B3)	Latin	Latin 1	U+00B3	U+00B3 SUPERSCRIPT THREE
463	acute	0x00b4	Acute Accent (U+00B4)	Latin	Latin 1	U+00B4	U+00B4 ACUTE ACCENT
464	mu	0x00b5	Micro Sign (U+00B5)	Latin	Latin 1	U+00B5	U+00B5 MICRO SIGN
465	paragraph	0x00b6	Pilcrow Sign (U+00B6)	Latin	Latin 1	U+00B6	U+00B6 PILCROW SIGN
466	periodcentered	0x00b7	Middle Dot (U+00B7)	Latin	Latin 1	U+00B7	U+00B7 MIDDLE DOT
467	cedilla	0x00b8	Cedilla (U+00B8)	Latin	Latin 1	U+00B8	U+00B8 CEDILLA
468	onesuperior	0x00b9	Superscript One (U+00B9)	Latin	Latin 1	U+00B9	U+00B9 SUPERSCRIPT ONE
469	masculine	0x00ba	Masculine Ordinal Indicator (U+00BA)	Latin	Latin 1	U+00BA	U+00BA MASCULINE ORDINAL INDICATOR
470	guillemotright	0x00bb	Right-pointing Double Angle Quotation Mark (U+00BB)	Latin	Latin 1	U+00BB	U+00BB RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
471	onequarter	0x00bc	Vulgar Fraction One Quarter (U+00BC)	Latin	Latin 1	U+00BC	U+00BC VULGAR FRACTION ONE QUARTER
472	onehalf	0x00bd	Vulgar Fraction One Half (U+00BD)	Latin	Latin 1	U+00BD	U+00BD VULGAR FRACTION ONE HALF
473	threequarters	0x00be	Vulgar Fraction Three Quarters (U+00BE)	Latin	Latin 1	U+00BE	U+00BE VULGAR FRACTION THREE QUARTERS
474	questiondown	0x00bf	Inverted Question Mark (U+00BF)	Latin	Latin 1	U+00BF	U+00BF INVERTED QUESTION MARK
475	Agrave	0x00c0	Latin Capital Letter A With Grave (U+00C0)	Latin	Latin 1	U+00C0	U+00C0 LATIN CAPITAL LETTER A WITH GRAVE
476	Aacute	0x00c1	Latin Capital Letter A With Acute (U+00C1)	Latin	Latin 1	U+00C1	U+00C1 LATIN CAPITAL LETTER A WITH ACUTE
477	Acircumflex	0x00c2	Latin Capital Letter A With Circumflex (U+00C2)	Latin	Latin 1	U+00C2	U+00C2 LATIN CAPITAL LETTER A WITH CIRCUMFLEX
478	Atilde	0x00c3	Latin Capital Letter A With Tilde (U+00C3)	Latin	Latin 1	U+00C3	U+00C3 LATIN CAPITAL LETTER A WITH TILDE
479	Adiaeresis	0x00c4	Latin Capital Letter A With Diaeresis (U+00C4)	Latin	Latin 1	U+00C4	U+00C4 LATIN CAPITAL LETTER A WITH DIAERESIS
480	Aring	0x00c5	Latin Capital Letter A With Ring Above (U+00C5)	Latin	Latin 1	U+00C5	U+00C5 LATIN CAPITAL LETTER A WITH RING ABOVE
481	AE	0x00c6	Latin Capital Letter Ae (U+00C6)	Latin	Latin 1	U+00C6	U+00C6 LATIN CAPITAL LETTER AE
482	Ccedilla	0x00c7	Latin Capital Letter C With Cedilla (U+00C7)	Latin	Latin 1	U+00C7	U+00C7 LATIN CAPITAL LETTER C WITH CEDILLA
483	Egrave	0x00c8	Latin Capital Letter E With Grave (U+00C8)	Latin	Latin 1	U+00C8	U+00C8 LATIN CAPITAL LETTER E WITH GRAVE
484	Eacute	0x00c9	Latin Capital Letter E With Acute (U+00C9)	Latin	Latin 1	U+00C9	U+00C9 LATIN CAPITAL LETTER E WITH ACUTE
485	Ecircumflex	0x00ca	Latin Capital Letter E With Circumflex (U+00CA)	Latin	Latin 1	U+00CA	U+00CA LATIN CAPITAL LETTER E WITH CIRCUMFLEX
486	Ediaeresis	0x00cb	Latin Capital Letter E With Diaeresis (U+00CB)	Latin	Latin 1	U+00CB	U+00CB LATIN CAPITAL LETTER E WITH DIAERESIS
487	Igrave	0x00cc	Latin Capital Letter I With Grave (U+00CC)	Latin	Latin 1	U+00CC	U+00CC LATIN CAPITAL LETTER I WITH GRAVE
488	Iacute	0x00cd	Latin Capital Letter I With Acute (U+00CD)	Latin	Latin 1	U+00CD	U+00CD LATIN CAPITAL LETTER I WITH ACUTE
489	Icircumflex	0x00ce	Latin Capital Letter I With Circumflex (U+00CE)	Latin	Latin 1	U+00CE	U+00CE LATIN CAPITAL LETTER I WITH CIRCUMFLEX
490	Idiaeresis	0x00cf	Latin Capital Letter I With Diaeresis (U+00CF)	Latin	Latin 1	U+00CF	U+00CF LATIN CAPITAL LETTER I WITH DIAERESIS
491	ETH	0x00d0	Latin Capital Letter Eth (U+00D0)	Latin	Latin 1	U+00D0	U+00D0 LATIN CAPITAL LETTER ETH
492	Eth	0x00d0	deprecated	Latin	Latin 1	U+00D0	deprecated
493	Ntilde	0x00d1	Latin Capital Letter N With Tilde (U+00D1)	Latin	Latin 1	U+00D1	U+00D1 LATIN CAPITAL LETTER N WITH TILDE
494	Ograve	0x00d2	Latin Capital Letter O With Grave (U+00D2)	Latin	Latin 1	U+00D2	U+00D2 LATIN CAPITAL LETTER O WITH GRAVE
495	Oacute	0x00d3	Latin Capital Letter O With Acute (U+00D3)	Latin	Latin 1	U+00D3	U+00D3 LATIN CAPITAL LETTER O WITH ACUTE
496	Ocircumflex	0x00d4	Latin Capital Letter O With Circumflex (U+00D4)	Latin	Latin 1	U+00D4	U+00D4 LATIN CAPITAL LETTER O WITH CIRCUMFLEX
497	Otilde	0x00d5	Latin Capital Letter O With Tilde (U+00D5)	Latin	Latin 1	U+00D5	U+00D5 LATIN CAPITAL LETTER O WITH TILDE
498	Odiaeresis	0x00d6	Latin Capital Letter O With Diaeresis (U+00D6)	Latin	Latin 1	U+00D6	U+00D6 LATIN CAPITAL LETTER O WITH DIAERESIS
499	multiply	0x00d7	Multiplication Sign (U+00D7)	Latin	Latin 1	U+00D7	U+00D7 MULTIPLICATION SIGN
500	Oslash	0x00d8	LATIN CAPITAL LETTER O WITH STROKE (U+00D8)	Latin	Latin 1	U+00D8	U+00D8 LATIN CAPITAL LETTER O WITH STROKE
501	Ooblique	0x00d8	Latin Capital Letter O With Stroke (U+00D8)	Latin	Latin 1	U+00D8	U+00D8 LATIN CAPITAL LETTER O WITH STROKE
502	Ugrave	0x00d9	Latin Capital Letter U With Grave (U+00D9)	Latin	Latin 1	U+00D9	U+00D9 LATIN CAPITAL LETTER U WITH GRAVE
503	Uacute	0x00da	Latin Capital Letter U With Acute (U+00DA)	Latin	Latin 1	U+00DA	U+00DA LATIN CAPITAL LETTER U WITH ACUTE
504	Ucircumflex	0x00db	Latin Capital Letter U With Circumflex (U+00DB)	Latin	Latin 1	U+00DB	U+00DB LATIN CAPITAL LETTER U WITH CIRCUMFLEX
505	Udiaeresis	0x00dc	Latin Capital Letter U With Diaeresis (U+00DC)	Latin	Latin 1	U+00DC	U+00DC LATIN CAPITAL LETTER U WITH DIAERESIS
506	Yacute	0x00dd	Latin Capital Letter Y With Acute (U+00DD)	Latin	Latin 1	U+00DD	U+00DD LATIN CAPITAL LETTER Y WITH ACUTE
507	THORN	0x00de	Latin Capital Letter Thorn (U+00DE)	Latin	Latin 1	U+00DE	U+00DE LATIN CAPITAL LETTER THORN
508	Thorn	0x00de	deprecated	Latin	Latin 1	U+00DE	deprecated
509	ssharp	0x00df	Latin Small Letter Sharp s (U+00DF)	Latin	Latin 1	U+00DF	U+00DF LATIN SMALL LETTER SHARP S
510	agrave	0x00e0	Latin Small Letter a With Grave (U+00E0)	Latin	Latin 1	U+00E0	U+00E0 LATIN SMALL LETTER A WITH GRAVE
511	aacute	0x00e1	Latin Small Letter a With Acute (U+00E1)	Latin	Latin 1	U+00E1	U+00E1 LATIN SMALL LETTER A WITH ACUTE
512	acircumflex	0x00e2	Latin Small Letter a With Circumflex (U+00E2)	Latin	Latin 1	U+00E2	U+00E2 LATIN SMALL LETTER A WITH CIRCUMFLEX
513	atilde	0x00e3	Latin Small Letter a With Tilde (U+00E3)	Latin	Latin 1	U+00E3	U+00E3 LATIN SMALL LETTER A WITH TILDE
514	adiaeresis	0x00e4	Latin Small Letter a With Diaeresis (U+00E4)	Latin	Latin 1	U+00E4	U+00E4 LATIN SMALL LETTER A WITH DIAERESIS
515	aring	0x00e5	Latin Small Letter a With Ring Above (U+00E5)	Latin	Latin 1	U+00E5	U+00E5 LATIN SMALL LETTER A WITH RING ABOVE
516	ae	0x00e6	Latin Small Letter ae (U+00E6)	Latin	Latin 1	U+00E6	U+00E6 LATIN SMALL LETTER AE
517	ccedilla	0x00e7	Latin Small Letter c With Cedilla (U+00E7)	Latin	Latin 1	U+00E7	U+00E7 LATIN SMALL LETTER C WITH CEDILLA
518	egrave	0x00e8	Latin Small Letter e With Grave (U+00E8)	Latin	Latin 1	U+00E8	U+00E8 LATIN SMALL LETTER E WITH GRAVE
519	eacute	0x00e9	Latin Small Letter e With Acute (U+00E9)	Latin	Latin 1	U+00E9	U+00E9 LATIN SMALL LETTER E WITH ACUTE
520	ecircumflex	0x00ea	Latin Small Letter e With Circumflex (U+00EA)	Latin	Latin 1	U+00EA	U+00EA LATIN SMALL LETTER E WITH CIRCUMFLEX
521	ediaeresis	0x00eb	Latin Small Letter e With Diaeresis (U+00EB)	Latin	Latin 1	U+00EB	U+00EB LATIN SMALL LETTER E WITH DIAERESIS
522	igrave	0x00ec	Latin Small Letter i With Grave (U+00EC)	Latin	Latin 1	U+00EC	U+00EC LATIN SMALL LETTER I WITH GRAVE
523	iacute	0x00ed	Latin Small Letter i With Acute (U+00ED)	Latin	Latin 1	U+00ED	U+00ED LATIN SMALL LETTER I WITH ACUTE
524	icircumflex	0x00ee	Latin Small Letter i With Circumflex (U+00EE)	Latin	Latin 1	U+00EE	U+00EE LATIN SMALL LETTER I WITH CIRCUMFLEX
525	idiaeresis	0x00ef	Latin Small Letter i With Diaeresis (U+00EF)	Latin	Latin 1	U+00EF	U+00EF LATIN SMALL LETTER I WITH DIAERESIS
526	eth	0x00f0	Latin Small Letter eth (U+00F0)	Latin	Latin 1	U+00F0	U+00F0 LATIN SMALL LETTER ETH
527	ntilde	0x00f1	Latin Small Letter n With Tilde (U+00F1)	Latin	Latin 1	U+00F1	U+00F1 LATIN SMALL LETTER N WITH TILDE
528	ograve	0x00f2	Latin Small Letter o With Grave (U+00F2)	Latin	Latin 1	U+00F2	U+00F2 LATIN SMALL LETTER O WITH GRAVE
529	oacute	0x00f3	Latin Small Letter o With Acute (U+00F3)	Latin	Latin 1	U+00F3	U+00F3 LATIN SMALL LETTER O WITH ACUTE
530	ocircumflex	0x00f4	Latin Small Letter o With Circumflex (U+00F4)	Latin	Latin 1	U+00F4	U+00F4 LATIN SMALL LETTER O WITH CIRCUMFLEX
531	otilde	0x00f5	Latin Small Letter o With Tilde (U+00F5)	Latin	Latin 1	U+00F5	U+00F5 LATIN SMALL LETTER O WITH TILDE
532	odiaeresis	0x00f6	Latin Small Letter o With Diaeresis (U+00F6)	Latin	Latin 1	U+00F6	U+00F6 LATIN SMALL LETTER O WITH DIAERESIS
533	division	0x00f7	Division Sign (U+00F7)	Latin	Latin 1	U+00F7	U+00F7 DIVISION SIGN
534	oslash	0x00f8	Latin Small Letter o With Stroke (U+00f8)	Latin	Latin 1	U+00F8	U+00F8 LATIN SMALL LETTER O WITH STROKE
535	ooblique	0x00f8	Latin Small Letter o With Stroke (U+00F8)	Latin	Latin 1	U+00F8	U+00F8 LATIN SMALL LETTER O WITH STROKE
536	ugrave	0x00f9	Latin Small Letter u With Grave (U+00F9)	Latin	Latin 1	U+00F9	U+00F9 LATIN SMALL LETTER U WITH GRAVE
537	uacute	0x00fa	Latin Small Letter u With Acute (U+00FA)	Latin	Latin 1	U+00FA	U+00FA LATIN SMALL LETTER U WITH ACUTE
538	ucircumflex	0x00fb	Latin Small Letter u With Circumflex (U+00FB)	Latin	Latin 1	U+00FB	U+00FB LATIN SMALL LETTER U WITH CIRCUMFLEX
539	udiaeresis	0x00fc	Latin Small Letter u With Diaeresis (U+00FC)	Latin	Latin 1	U+00FC	U+00FC LATIN SMALL LETTER U WITH DIAERESIS
540	yacute	0x00fd	Latin Small Letter y With Acute (U+00FD)	Latin	Latin 1	U+00FD	U+00FD LATIN SMALL LETTER Y WITH ACUTE
541	thorn	0x00fe	Latin Small Letter thorn (U+00FE)	Latin	Latin 1	U+00FE	U+00FE LATIN SMALL LETTER THORN
542	ydiaeresis	0x00ff	Latin Small Letter y With Diaeresis (U+00FF)	Latin	Latin 1	U+00FF	U+00FF LATIN SMALL LETTER Y WITH DIAERESIS
